3.0,「今、ここ」を真剣に生きるということは大切なことだと思うけれど、毎日をそんなに真剣に生きていたら息切れしてしまう。もっと力を抜いて、やれることをやれる範囲で頑張れば良いのではないか？　それに、現状ではどうしても我慢しなくてはならないこともある。先延ばしにしては後悔するだけだと言われても、子供が小さいのにオシャレな服で着飾ってもすぐに汚されダメになるし、家具だってもっと子供たちが成長してからオシャレな物を揃えようとか、ペット飼うのも子供たちに手がかからなくなってからにしようとか、未来にやりたいことを並べていたって別に良いじゃないって思う。それに、私は夫や子供たちが家事を手伝わないで自由にしているのを鼻歌歌いながら一人で黙々と家事すべてをこなせるような寛大な人間ではない。こんな本のような人間、人間くささがなくて理想像すぎて、面白くもなんともない。人間は、色々なしがらみをもがきながらなんとか日々をクリアしていくところに醍醐味があるのだと思う。こんな仙人のような人間になど、なりたくない。
5.0,メンタリストDaiGoの本を15冊読んだのですがそのなかで何度もアドラー心理学が登場してきて気になったので読んでみました。非常に読みやすく初学者や中学生高校生にもおすすめです！
5.0,私はこの本が大好きです。出逢えた事に感謝しています。この思想が文化として広まってくれば、もっと人々の悩み事は減るんだろうなぁと思います。この思想の内容は上っ面だけだとうまく表現できなかったり「冷たい」としかうけいれてもらえなかったりするので、ドラマや、短縮した漫画などではなく、この本を隅から隅まで読んでほしいです。「あぁ。あの本ね、読んだよ。」程度では済まないと思うのです。まぁ個人の意見なのでわからないですが、私はこの本に衝撃を受けました。
5.0,良かったです。おもしろかった！全ては心の持ちようにあるのかな？信じて楽になる人はそれでいいし、批判する人はそれはそれでいい。一つ勉強になりました。何度も読みたいです！
5.0,夢中で読みました。何回か読んで自分に落とし込みます。アドラー心理学は自分にかなりぴったりなことが判明して嬉しいです。
3.0,登場人物である「青年」と「哲学者」の個性が濃すぎるため、読む人によっては拒否反応が出ることもあると思います。特に青年の超攻撃的なキャラクターに衝撃を受けた方は多くいるようです。かく言う私も、本の内容そのものには共感できたのですが、それよりも常にブチ切れている青年の印象のほうが強く残ってしまっています。
5.0,私は本書を読み終えた後、すぐに行動を起こしました。会社の溜まったスプレー缶を潰し、汚れたタオルと軍手を洗濯し、トイレ掃除を行いました。ここでレビューしようと思ったのも、本書を読んだ影響だとはっきり述べることが出来ます。本書はアドラーという人物が述べた心理学です。人が生きること、自由、幸福、人生観が主な内容です。私はタイトルだけで心奪われ、内容も詳しく見ずに購入致しました。「嫌われる勇気」・・・タイトルだけで内容を推測するならば、「自由に生きたいのなら、他人に嫌われようが関係ない！突っ走れ！」といった内容なのかと思いました。しかし読み終えた後は、こう言い換えることが出来ます。「他人に好かれようが嫌われようが、それは他人が決めることである。自分自身が選ぶライフスタイルに勇気を持て。」嫌われることそのものに勇気を持つのではありません。自分自身が選ぶ自身のあり方に勇気を持つ。という意味に今は思えます。本書は一読しただけで、内容を完璧に把握し、自分の物にすることは困難だと思います。内容でも述べられています。「歩んできた人生の半分の時間を使わなければ、アドラーの心理学は自分のものにはならない。」「えぇ～・・・そんなに難しいの？」「自分の物にすぐならないんじゃあ、読むのためらうなぁ。」と、レビューをごらんのあなたをガッカリさせたい訳ではありません。私は確かに最初に述べたことをすぐさま実行でき、行動そのものが変わりました。本書はとてつもない劇薬です。（※私は宗教関係の者ではありません。一般の土木関係のサラリーマンです。）とても印象に残っているフレーズがあります。「馬を水辺に連れて行くことはできるが、水を飲ますことが出来ない。」解釈すれば、「馬に水を飲ますために、水辺に連れていくことは出来る。」「馬が水を飲むかどうかは、馬自身が決めること。他人の私たちが決めることではない。」という意味になります。人間で言い換えるなら、「相手に何かを行動してもらうために、私自身が行動の決定権を握ってはいけない。」「相手が行動する何かを決定するのは相手自身である。」「私自身は行動してもらうために支援ができるだけである。」と解釈出来るでしょうか。詳しくは本書をごらん下さい。本書は自分の意識を変化させる劇薬で大変おすすめです。最後までレビューを拝見して頂き、ありがとうございました。【追記 2015年1月16
4.0,すべての内容が納得できるわけではないですが、過去に囚われて今身動きが取れない人には良い本だと思います。全てを鵜呑みにするのではなく、内容を理解した上で自分なりの理解を構築するのが良い使い方です。この本の内容に対して意味付けをするのも今の自分なのです。
2.0,自分がそうなのですが、軽度でもメンタル的な（もしくは身体的に支障がある人）は読むと逆に気分を悪くする内容だと感じました。『全てが自分の望んだ事だ』と突き付けられた感じで読むのを辞めました。なぜここまで評価と購入者数が多いのかが不思議で仕方ありません。
5.0,登場人物は、「劣等感だらけ」と自ら称する教養ある青年と、在野の哲学者の2人だけ。両者の対話が劇風に展開されながら、アドラーの心理学が紐解かれていく。ゲーテのファウストの面影をどこかに感じながらワクワク、ドキドキ楽しく読めた。自分を全否定されるようなショックな場面もあるが、他者の視線に自ら巻き付いて雁字搦めに陥るような不毛な行為をいさめ、自分らしく生きる勇気を「嫌われる勇気」と表現してその考え方をドラマのように見せてくれる、そんな素敵で読者への愛情が感じられる一冊と私は思う。ただ、悩みの渦中にいる人にとっては、発想の転換を求めているところが劇薬と受け取られるかもしれない。劣等感や過去の辛い体験を抱き続けることに起因する不幸の連鎖から抜け出せずにいる人を、トラウマだから仕方ないよね、と安易な共感だけで終わらせれば不幸の世界観をグルグル巡ることを助長しかねないので、もしそこからの脱却を図るなら「新しい意味付け」によって将来の生き方を自分で変えられるという考え方も提唱されているんだよ、と前向きにさらっと受け止めたいところだ。ちなみに、本書では幼い頃に虐待を受けた体験は人格形成に強く影響がある、とか、人がそこで感じている不安や恐怖は本物、などの記述があるように、当人が抱く心情そのものは全く否定していない。あくまで「今からをどう生きるか」について体系的なヒントを提供しているものと捉えれば有用な読書体験が得られると思う。
5.0,　１７００件あまりも、レビューが書かれてるので、私なんぞがと思ったが書いてみよう。人によっては難しそうな本、と敬遠してしまうかもしれない。　だが、初心者にこそ読んで欲しい。対話形式なため、わかりづらい。いやっ、読み進めてゆくうちに、普通の人なら当然反論したくなることを、かわって反論してくれてる。その反論に対し、丁寧に、くどいほどなんども、わかりやすい言葉を使って説明してくれてる。アラーやキリストみたいに、唯一絶対だから信じろ、といってるわけではない。　そのほうが、はるかに理解するのが容易だ。そういう意味では、一度や二度読んだから、なるほどと理解できるわけではない。　十回は読み返すことになるだろう。　その価値がある本である。
5.0,アドラー心理学を難しそうと思っていましたが、とても読みやすい本でした。相手の評価ばかり気にしてきたように思うので、ちょっと自己嫌悪に陥りましたが、はっとするような言葉、考え方ばかりで面白かったです。何年か後にもう一度読みたいと思います
3.0,著者が言うように、特にこの本に関しては、心理学というよりも哲学である。自己啓発と変わらないという方もいるが、思想の一つなのだからそうとられてもおかしくはないし、また逆に言えば自己啓発も哲学の一つである。初めに読んでいて浮かんだ率直な疑問を載せる：●本書の例で、「人と関わることが怖い為に部屋の外に出ることが出来ない人間がいる→それは、部屋の外に出たくないから人と関わることが怖いと自分に思わせているのだ」とあるが、何故部屋の外に出たくないのかが理解できない。仮に、他人と比べて劣っている自分を晒すのではないか、そのようなことを考えて生きるのはつらい、と考えていて外に出ないのならば、結局感情が先なのではないだろうか。と疑問に思った。本書を読み進めていく中では、そもそもそのようなループに陥る事自体、「原因論」の枠組みから脱却できていない為だと解釈出来きた。つまりはパラダイム・シフトが必要なのであろうか。今の今まで、私のみならず全世界的に「目的論」を取り扱ってこなかったが為に理解し難く感じた。読んだ感想としては：●キリスト教のよう●思想の一つとして理解するのにある程度時間を要する●パラダイム・シフトにおける対立を感じたである。キリスト教のようであるとは、この本を読んだ方ならば説明するまでもなくなんとなく感じるところであろう。合理性で納得してきた人間からするとやはりそのようなものを理解するのには時間がかかる。ただ批判的に見ているだけで、否定的に見ているわけではないことを述べておく。レビューの中には、この本のせいで更に辛くなったなどと述べている方もいるが、この本から言わせれば理解に及んでいない段階だということであろう。この「理解に及んでいない」状態を脱却するには、まずその理論を信じることから始まる。その理論を信じずに疑ってばかりでは、偏見の目でしかその理論を見ることが出来ないのは明らかであろう。この点でこの書のアドラー心理学というのは一つの思想、つまり一つの宗教として考えることが出来る。ここで「宗教」と表現したのは、アドラー心理学を否定したいのではなく、わかりやすくするために使用したまでであり、そのほうが私も納得しやすいからである。　この本で伝えたいのは、自分が変われば世界は変わるというものであるが、単純化すると「何も気にせずただ生きろ」となるのだろうか。勿論このような短文で要約出
5.0,アドラー心理学入門も読みましたが、やはりこちらの方がすっと入ってくる。読者が置いてけぼりを食らうことなく丁寧に具体例を交えつつ説明してくれるのでわかりやすい。名著だと思う
5.0,人生変わるレベルの素晴らしい本です。予想を遥かに超える素晴らしさです。ぜったいお勧め！！！！！
4.0,100分で名著で取り上げられた際に知った内容ではあったものの、本で読むことで新しい学びもあった。「読む」という形式でも味わうことをお勧めしたい。
1.0,読んでいて怒りを感じました。まず、アドラーの原著を読めばわかりますが大前提としてアドラー本人は臨床でトラウマ（心的外傷）をかかえた患者と嫌というほど向きあわれているし、一言もトラウマが存在しないなどと言ってはおられません。心の持ち方について述べたところを著者が曲解してもちいているだけです。もしアドラーご本人が存命であるなら訴えられてもおかしかないんじゃないかと。1990年代に入ってFMRI技術など脳科学、神経科学の分野でトラウマによる生物学的、脳への器質的な影響が明らかにされ現在に至ります。トラウマの存在が科学的に明らかにされている中で、100年前に生きた1人の医師、それも彼の言葉を都合良く拝借してトラウマが存在しないなどと断言する……私なら恥ずかしくて出来ません。心の傷を抱えて苦しんでいる人のことを思うと本当に腹が立つ#この本は、マスコミがよくやる何時もの手口で釣っているだけです。トラウマなど存在しないと断言する"過激さ"で釣っているだけ。この本を読んでどう思うかは読んだ本人の自由だけれども、間違っても苦しんでる人にああだこうだと言う権利は誰にもない。トラウマの存在や影響が科学的に明らかにされている以上、本書の内容はあくまで個人の心の持ち方として活用して欲しい。鵜呑みにしてトラウマは存在しないと認識するならそれこそ害にしかならんでしょう。悩み苦しんでいる人に対し本書の内用を押し付けるようなことは決してしないでください。実際に耐え難い過去の経験に苦しんでいる本人の苦労は想像に絶するものです。現実のトラウマがどういうものであるかを知りたい方は、ボストン大学精神医学部教授ベッセル・A・ヴァン・デア・コーク先生の著書がお薦めです。データにつぐデータ付き科学的根拠付きでトラウマの生物学的影響を理解できます。
5.0,自分の人生をどのように強く、前向きに歩んでいくか。年齢を重ねる度に益々複雑でわからなくなっている自分には目の覚めるような言葉の数々でした。特に、相手にどう思われるのかではなく、相手が私をどう思うかは相手の課題であるということ。ひと目ばかりを気にしていた私には目からウロコでした。今の日本人は国際的に礼儀・作法・敬意などを外国人から認められる素晴らしい国ではあるが、その分、すごく窮屈で生き辛い。そう感じている人はどうかこの書籍を手にとって欲しい。
5.0,いつから自分が他人の目を気にしていることがわかった、本の中赤面症の女性みたい、人と目があった時顔が赤くなったり、うまく喋れなくなったり、ずっと悩んでました。この本を読んでみました、薬ような心の病気を治してくれて、そして自分には自信を持って、人の目を見て喋れるようになった！
5.0,アドラー心理学については何も知りませんでした。私の生活は知らず知らずのうちに対人関係によって支配されていることがよく分かりました。そして、「課題の分離」「承認欲求の否定」など、実の覚えのある課題と解決策に深く納得しました。「勇気」をもって臨んで行きたいと思います。読後大変スッキリしました！
5.0,タイトルのインパクトから読み始めた本で、どのような本かは全く知らなかったがきっと人生においてとても大切な1冊になったと確信している。人によっては受け入れがたいことがずらずらと書き綴られているが僕の心は強く惹かれた。僕はこの本に書かれている少年そのもので、この本を読み終わった今ずっと胸にあった大きなおもりがなくなった。忘れてしまわぬようにこれからも読んでいきたい。
4.0,自分のここが嫌いとか、ここが悪い等、自分自身に満足している人は少ない。それは、自分と別の人や社会の価値観と比べているからである。変わりたいのであれば自分を自分の中の価値観で変えればいい。何かのせいにするのではなく、何のために生きるのかを考える。こんな内容だと思います
5.0,この本を読んで勇気付けられた反面、それと同時に自分にはまだ「幸せになる勇気」が足りないことを思い知らされ、最終的にはある意味アドラーに勇気をくじかれてました。アドラーの思想は、肩をすかされたように感じるくらいシンプルなもので少なくとも頭では理解できるけど、人生を複雑に見ている...人生を複雑に見て自分の人生が価値あるものだと思いたい今の自分には、アドラーのシンプルな思想はまだ真正面から受け入れられないで背を向けてしまっている自分がいる。今のライフスタイルが生きづらいことはわかっているのに変われない...新しい未知なライフスタイルに変わる不安と恐怖を考えたら、多少生きづらさを感じていても使い慣れてるライフスタイルのままの方が楽なことを考えたら、なかなか手放すのは容易ではないと思った。なにせよ、幸せには一歩踏み出したり決断をする「勇気」が避けては通れない人生の課題なんだと思いました。
4.0,対話式で読みやすく、中盤までは「劣等コンプレックス」「承認欲求の否定」「課題の分離」「権力争い」など大いに共感できる理論ばかりでしたが、最後の「他者貢献」は？？･･･概念の理解が難しく感じました。自己犠牲でも偽善でもない貢献ってありえます･･･？「貢献」というと、日本人ってメサイアコンプレックス（偽善）の方向に走る人多いですよね。頼まれてもないのに相手を勝手に下に見て親切の押し売りや余計なお節介する人。本人は「いいことした～」って自己満足に浸ってるけど、実際は貢献どころか相手のプライド傷付けて迷惑かけてるだけっていう･･･。この本の「貢献」はそういう意味じゃないのだろうけど、概念がビミョーで勘違いしそうだなと感じました。個人的には、大嶋信頼先生の本の方がよっぽど目からウロコで現実社会に役に立つと思います。
5.0,「私は、過去にまったくの畑違いの職場に異動となり、これまで築いたキャリアもご破産、周囲の目も厳しく、応援も得られず孤立したので、やがて心身ともに悲鳴を上げ、２回の休職を繰り返してしまいました。それは辛い日々でした。」そんな私に、これは衝撃の一冊となりました。さっきの「　」の文章は、本書を読めば、このように書き直さなくてはなりません。「私は、新しい職場で『役立たず』と人から評価され傷つくことを過度に恐れ、それを回避するため休みました。心身ともに悲鳴を上げたのは、それにより休むことができるからです。辛いですが、休めば傷つかなくて済みます。そして、休むという目的のため、『畑違いの職場への異動』『キャリアがご破産』『周囲の目が厳しい』『応援も得られず孤立』という一連の理由を、後から後から探しました。」これは衝撃ですよ。衝撃と言わずして何という。筆者もいうように、この考え方は劇薬です。最初は厳しいです。でも、読んでいくうちに、「こう考えないと、私自身が行き詰まってしまうなあ」と思うようになりました、今後、心身ともに悲鳴をあげないためには、どうしたらよいのか。本書では、克服の部分まで力強く提示してくれます。夢中になって読みました。
3.0,モヤモヤしながらもなんとか自分なりに咀嚼してみた。参考に100分de名著も観た。で、判ったことは、  アドラーの言う「全ての悩みは対人関係にある」はやはり間違っている。でも、このアドラー心理学は対人関係に悩めるあらかた(全てとは言い切れない)の人に有用である！ってこと。  なるほど対人関係の指南書として読めば、かなり納得できる。そしてここまでベストセラーになったのも、大半の人の悩みは対人関係であり、自己表現が下手で、自己評価が低い傾向の日本人気質の私たちに刺さるものがあったからだろう。 だから対人関係に悩める方、アドラーの言う劣等コンプレックス(物事をはなから否定してしまう考えの癖のある方)や、優越コンプレックス(他人にどう見られているかを過剰に意識しすぎる方)、特にその傾向の強い若年期の方々には素直にオススメできる。 まあ、でも、若年期の子達に「ただの人になる勇気」とか、解いてもなかなか理解出来ないとは思うが。自分もこの「ただの人」のくだりは、それなりに歳を重ねたからこそ腑に落ちるのであって、むしろ特別な人間になれる、なりたい、もしくは自分はそもそも特別な存在であると思えることこそが若さや原動力や瑞々しさなのであるから、若者は自意識過剰のままでいいのかもしれないし、ね。それに誰が教えるでもなく自然に劣等感をバネに飛躍する子もいるわけだし。でも、そんな若者たちの中に、アドラーの言うような劣等コンプレックスが悪い方に作用してしまって、本来の自分を出せなかったり、悲観しすぎている子がいたなら、もっと力を抜いて「ただの人」になっちゃうのも悪くないよ、とアドバイスしたい。「ただの人」ってイコール「つまらない人間」じゃないからね。歳をとるって、醜くなったり不自由になっていくことしゃないからね。むしろその逆だからね。まだ、わからないかもしれないけど。逃げ恥でも百合ちゃんが言ってたでしょ、そんな呪いは早く解いちゃいなさいって。 さて、話を戻そう。とても頼りになるアドラー心理学だが、残念ながら、全ての悩みを解決するには至らない。当然、対人関係以外の悩みだって人間にはある。というか、そもそも「全て」とした根拠が理解不能。例えば地震等災害の被災者、悲惨な事件の被害者、身近な人のDVの被害者、そして戦争によってPTSD他、心の病気になってしまった方達。深刻に悩んでいる彼らに「勇気を持って
3.0,8回は読み直したと思います。分かったような気になったり、わからなくなったりを繰り返してきましたが、結局わからない。もう、ここらで諦めます。 ライフスタイルを変える、承認欲求を求めない、他人と比較しない、辺りはわかるのですが、どうすれば共同体感覚がえられるのかあたりからなんだかよく分かららなくて、たぶん３～５割ていどしか理解できてないと思う。何度読んでも、すっきりしない。なので★３つにします。他の人にも進めたい本ではあります。　でも、哲人は好きです。P55「賞に応募して落選するならすればいいんです。」のセリフがいいです。そして懇切丁寧に親身になって教える哲人の人柄が好きです。哲人のライフスタイルをお手本に、勇気と努力で前に進んでいきたいと思います。哲人、長らくお世話になりました。どうもありがとうございます。そして青年、お前は二度と哲人の前に顔を出すな！
4.0,会話のような文章で本をあまり読まない自分でもスラスラ読む事ができてとても読みやすかったです。
5.0,本書は、孤高の心理学者アドラーの理論をベースに、「人間の悩みはすべて対人関係の悩み」であるとしたうえで、その対人関係の悩みをどう克服し、幸せをつかむかを論じたものである。その内容は洞察力と独創性に満ちたもので、読んでいて自分の人生観を根底から揺さぶられるような衝撃を受けた。これほどの衝撃を受けたのは人生で何度目だろうか。だが同時に、十分に消化しきれない部分や疑問点も多数残った。『嫌われる勇気』を再読してみたものの、それは解消されず、続編の『幸せになる勇気』も読んでみた。しかし、それでも状況は大きくは変わらなかった。最大の疑問点は、悩みをなくし幸せになるためのアドラーの処方箋（それができれば悩みがなくなり幸せになれるのは確実だと思われるものの）を現実的に実行することが不可能なように思われること。煩悩の多いぼくなどからすれば、ほとんど悟りの世界のようにすら思える。そして、それ以外にも細かい疑問点はたくさんある。（アマゾンのレビューで低い評価をつけている方が少なからずいるのもむべなるかなである。）しかしそれでも、本書から受けた衝撃は消えないし、書かれていることの素晴らしさに変わりはない。それに、アドラーの処方箋を完璧に実行するのは（ぼくには）無理でも、部分的に実行してライフスタイルをいささかなりとも変えることは可能であり、そうすれば対人関係の悩みをなくせないまでも、減らすことはできそうである。ここで、アドラーの考えの一部を要約してご紹介しようとも思ったが、やめておく。それではアドラーの考えの本質的な部分は何もわからないばかりか、誤解を生むだけだと思うので。興味を持たれた方は本書を読まれたい。と言っておきながらひとつだけ。「人が他者（たとえば配偶者や恋人）を嫌いになるとき、相手にこれこれの欠点があるから嫌いになるのではなく、嫌いになる（＝関係を絶つ）ために欠点を探し出しているのだ」というのは実に卓見だと思う。アドラーの言う対人関係には、上司と部下、教師と生徒、親と子、夫婦、恋人同士、社会的交友など、あらゆるものが含まれており、対人関係（含子育て）で悩まれている方には一読をお勧めする。しかし、自分で考える力（＝批判能力）のない人には劇薬ともなりうるのでご用心。それにしても、アドラーはたったひとりでこれを考えたのだよなあ。世のなかにはすごい天才がいるものだ。
2.0,「人は過去を乗り越えられる」という重要な示唆を与えてくれる点においては一読の価値はあったかと思います。青年と哲人という対話形式で書かれていますが青年の馬鹿っぷりとオウム返しに段々ウンザリ……。哲人「そこで、『課題の分離』です」青年「課題の分離？」哲人「それは、コンプレックスです」青年「コンプレックス？」っていう流れがいやに多い。哲人は達観したような賢人ぶった態度で鼻につくし（それほど成熟した人物にも見えない）青年は何でもかんでも否定するしか能がないしいちいち感情的になるしどっちも読んでて面倒くさい。これだったら無理に対話形式にしないで普通に書いてほしかったです。
5.0,劣等感の塊のような自分には響きました。肩の荷が下りた感じがして楽になりました。
5.0,長年私の中に蔓延っていた、嫌いな人に対する怒りの感情が解きほぐれました。真剣に今を生きることを考えれば、私の中のわだかまりなど容易いものだったのです。確かに、アドラーの考えを実践し続けることは難しそうです。明日になれば、簡単に元の自分に戻るのかもしれません。しかし、自分を縛っていた負の感情が私の考え次第で消えるのは大きな発見でした。もっとアドラーに触れたい、そう思います。
5.0,一言で言うと「読んで良かった」です。アドラー心理学は一見斬新で突飛なようでいて、物事の本質を突いていると感じました。自分が勝手に抱えていた生きづらさを、少し軽くしてもらえた気がします。もちろん、この本ひとつで人生ががらっと変わるとか、ましてやアドラー心理学を完全に理解できるなんてことはないと思います。それでも、私は辛いときにこの本の内容や格言を思い出すことで、ちょっと心が楽になります。生きる手段として、この本の知識を持っておくと便利かなと感じてます。内容を正確に説明はできないので、ぜひ読んでください。時間の無駄にはならないと思います。
